date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:08:06	60520/60520	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2018%20Jan%202024%2022:08:03%20GMT	https://western.edu/student-life/lead/inter-club-council/'https://western.edu/wp-content/uploads/2020/07/LEAD-1200x664.jpg'	C:/My%20Web%20Sites/ICC/western.edu/student-life/lead/inter-club-council/'https_/western.edu/wp-content/uploads/2020/07/LEAD-1200x664.jpg'	(from https://western.edu/student-life/lead/inter-club-council/)
15:08:06	438913/438913	---M--	200	added ('OK')	image/jpeg	etag:%226581e2f0-6c075%22	https://western.edu/wp-content/uploads/2023/12/I32A9699.jpg	C:/My%20Web%20Sites/ICC/western.edu/wp-content/uploads/2023/12/I32A9699.jpg	(from https://western.edu/student-life/lead/inter-club-council/)
15:08:06	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Jan%202024%2022:08:04%20GMT	https://western.edu/student-life/lead/inter-club-council/emergency-contact/	C:/My%20Web%20Sites/ICC/western.edu/student-life/lead/inter-club-council/emergency-contact/index.html	(from https://western.edu/student-life/lead/inter-club-council/)
15:08:06	959367/959367	---M--	200	added ('OK')	image/jpeg	etag:%22649b1aac-1102f6%22	https://western.edu/wp-content/uploads/2020/06/tour.jpg	C:/My%20Web%20Sites/ICC/western.edu/wp-content/uploads/2020/06/tour.jpg	(from https://western.edu/student-life/lead/inter-club-council/)
15:08:07	507078/507078	---M--	200	added ('OK')	image/jpeg	etag:%2264a5db55-7ca4e%22	https://western.edu/wp-content/uploads/2020/06/apply-hero-6.jpg	C:/My%20Web%20Sites/ICC/western.edu/wp-content/uploads/2020/06/apply-hero-6.jpg	(from https://western.edu/student-life/lead/inter-club-council/)
15:08:07	657995/657995	---M--	200	added ('OK')	image/jpeg	etag:%22649b19fa-eb45a%22	https://western.edu/wp-content/uploads/2020/06/campus-profile-4.jpg	C:/My%20Web%20Sites/ICC/western.edu/wp-content/uploads/2020/06/campus-profile-4.jpg	(from https://western.edu/student-life/lead/inter-club-council/)
15:08:07	19264/19264	---M--	200	added ('OK')	image/png	etag:%22659f403e-5147%22	https://western.edu/wp-content/themes/wcu/assets/img/logo-white.png	C:/My%20Web%20Sites/ICC/western.edu/wp-content/themes/wcu/assets/img/logo-white.png	(from https://western.edu/student-life/lead/inter-club-council/)
15:08:08	80396/80396	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20Jan%202024%2022:08:04%20GMT	https://western.edu/student-life/lead/inter-club-council/event-planning-checklist/	C:/My%20Web%20Sites/ICC/western.edu/student-life/lead/inter-club-council/event-planning-checklist/index.html	(from https://western.edu/student-life/lead/inter-club-council/)
15:08:08	13484/13484	---M--	200	added ('OK')	image/png	etag:%22659f403e-49dd%22	https://western.edu/wp-content/themes/wcu/assets/img/western-colorado-university-site-icon.png	C:/My%20Web%20Sites/ICC/western.edu/wp-content/themes/wcu/assets/img/western-colorado-university-site-icon.png	(from https://western.edu/student-life/lead/inter-club-council/)
15:08:08	27131/27131	---M-Z	200	added ('OK')	application/javascript	etag:%22cfa54ce516b130b896a6aa284ca0c795%22	https://siteimproveanalytics.com/js/siteanalyze_66357811.js	C:/My%20Web%20Sites/ICC/siteimproveanalytics.com/js/siteanalyze_66357811.js	(from https://western.edu/student-life/lead/inter-club-council/)
15:08:08	468/468	---MCZ	200	added ('OK')	application/javascript	etag:W/%226488afed-1d4%22	https://western.edu/wp-content/plugins/wp-google-search/assets/js/google_cse_v2.js	C:/My%20Web%20Sites/ICC/western.edu/wp-content/plugins/wp-google-search/assets/js/google_cse_v2.js	(from https://western.edu/student-life/lead/inter-club-council/)
15:08:08	158005/158005	---MCZ	200	added ('OK')	application/javascript	etag:W/%226480e26e-26935%22	https://western.edu/wp-includes/js/mediaelement/mediaelement-and-player.min.js	C:/My%20Web%20Sites/ICC/western.edu/wp-includes/js/mediaelement/mediaelement-and-player.min.js	(from https://western.edu/student-life/lead/inter-club-council/)
15:08:09	1191/1191	---MCZ	200	added ('OK')	application/javascript	etag:W/%226480e26e-4a7%22	https://western.edu/wp-includes/js/mediaelement/mediaelement-migrate.min.js	C:/My%20Web%20Sites/ICC/western.edu/wp-includes/js/mediaelement/mediaelement-migrate.min.js	(from https://western.edu/student-life/lead/inter-club-council/)
15:08:09	1107/1107	---MCZ	200	added ('OK')	application/javascript	etag:W/%226480e26e-453%22	https://western.edu/wp-includes/js/mediaelement/wp-mediaelement.min.js	C:/My%20Web%20Sites/ICC/western.edu/wp-includes/js/mediaelement/wp-mediaelement.min.js	(from https://western.edu/student-life/lead/inter-club-council/)
15:08:09	482256/482256	---MCZ	200	added ('OK')	application/javascript	etag:W/%22659f4068-75bd0%22	https://western.edu/wp-content/themes/wcu/dist/js/scripts.js	C:/My%20Web%20Sites/ICC/western.edu/wp-content/themes/wcu/dist/js/scripts.js	(from https://western.edu/student-life/lead/inter-club-council/)
15:08:10	4598/4598	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226480e26e-11f6%22	https://western.edu/wp-includes/js/mediaelement/mejs-controls.svg	C:/My%20Web%20Sites/ICC/western.edu/wp-includes/js/mediaelement/mejs-controls.svg	(from https://western.edu/wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css)
15:08:10	8764/8764	---M--	200	added ('OK')	image/jpeg	etag:%22659f403e-5125%22	https://western.edu/wp-content/themes/wcu/assets/img/western-logo-bg.jpg	C:/My%20Web%20Sites/ICC/western.edu/wp-content/themes/wcu/assets/img/western-logo-bg.jpg	(from https://western.edu/wp-content/themes/wcu/dist/css/style.css?theme=1.4.01&ver=6.4.2)
15:08:11	60520/60520	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2018%20Jan%202024%2022:08:08%20GMT	https://western.edu/student-life/lead/inter-club-council/a	C:/My%20Web%20Sites/ICC/western.edu/student-life/lead/inter-club-council/a	(from https://connect.facebook.net/en_US/fbevents.js)
15:08:12	60520/60520	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2018%20Jan%202024%2022:08:09%20GMT	https://western.edu/student-life/lead/inter-club-council/POST	C:/My%20Web%20Sites/ICC/western.edu/student-life/lead/inter-club-council/POST	(from https://connect.facebook.net/en_US/fbevents.js)
15:08:13	60520/60520	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2018%20Jan%202024%2022:08:10%20GMT	https://western.edu/student-life/lead/inter-club-council/b.resolvedLink	C:/My%20Web%20Sites/ICC/western.edu/student-life/lead/inter-club-council/b.resolvedLink	(from https://connect.facebook.net/en_US/fbevents.js)
15:08:13	60520/60520	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2018%20Jan%202024%2022:08:10%20GMT	https://western.edu/student-life/lead/inter-club-council/schema.org/	C:/My%20Web%20Sites/ICC/western.edu/student-life/lead/inter-club-council/schema.org/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
15:08:13	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2018%20Jan%202024%2022:08:10%20GMT	https://western.edu/signals/iwl.js	C:/My%20Web%20Sites/ICC/western.edu/signals/iwl.js	(from https://connect.facebook.net/en_US/fbevents.js)
15:08:14	60520/60520	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2018%20Jan%202024%2022:08:11%20GMT	https://western.edu/student-life/lead/inter-club-council/event-planning-checklist/'https://western.edu/wp-content/uploads/2020/07/LEAD-1200x664.jpg'	C:/My%20Web%20Sites/ICC/western.edu/student-life/lead/inter-club-council/event-planning-checklist/'https_/western.edu/wp-content/uploads/2020/07/LEAD-1200x664.jpg'	(from https://western.edu/student-life/lead/inter-club-council/event-planning-checklist/)
